20-Feb-09,40.00,40.40,38.26,39.38,4160185,2011-11-28 17:08:58.473994,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
23-Feb-09,39.64,39.91,36.24,36.36,3560663,2011-11-28 17:08:58.473868,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
24-Feb-09,37.14,38.85,36.85,38.81,4031837,2011-11-28 17:08:58.473742,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
25-Feb-09,38.33,39.74,37.46,38.53,3016611,2011-11-28 17:08:58.473600,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
26-Feb-09,38.76,39.87,38.09,38.51,3533960,2011-11-28 17:08:58.473459,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
27-Feb-09,37.35,37.77,36.00,36.51,3457933,2011-11-28 17:08:58.473316,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
2-Mar-09,35.40,38.30,35.06,35.84,4576071,2011-11-28 17:08:58.473139,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
3-Mar-09,35.99,36.23,33.41,33.95,4214408,2011-11-28 17:08:58.472903,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
4-Mar-09,34.25,35.76,33.19,34.97,4241378,2011-11-28 17:08:58.472764,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
5-Mar-09,33.96,34.51,31.32,31.87,4944067,2011-11-28 17:08:58.472623,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
6-Mar-09,32.07,32.65,30.92,32.50,3923209,2011-11-28 17:08:58.472499,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
9-Mar-09,31.66,33.17,31.29,31.84,4272381,2011-11-28 17:08:58.472374,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
10-Mar-09,31.85,34.40,31.85,34.16,5065386,2011-11-28 17:08:58.472248,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
11-Mar-09,34.80,35.88,32.89,33.72,4507399,2011-11-28 17:08:58.472108,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
12-Mar-09,33.50,35.41,32.80,35.20,4625862,2011-11-28 17:08:58.471983,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
13-Mar-09,35.74,36.78,34.95,36.61,3909223,2011-11-28 17:08:58.471857,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
16-Mar-09,37.42,38.38,36.27,36.47,3853644,2011-11-28 17:08:58.471726,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
17-Mar-09,36.23,38.73,35.83,38.70,2881257,2011-11-28 17:08:58.471582,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
18-Mar-09,37.99,40.15,37.18,39.89,6889361,2011-11-28 17:08:58.471441,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
19-Mar-09,40.70,40.75,37.53,37.60,4725423,2011-11-28 17:08:58.471317,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
20-Mar-09,37.68,39.39,37.34,38.68,3434217,2011-11-28 17:08:58.471190,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
23-Mar-09,40.09,40.48,38.58,40.40,3266514,2011-11-28 17:08:58.471045,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
24-Mar-09,39.31,40.57,38.25,38.25,2861412,2011-11-28 17:08:58.470903,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
25-Mar-09,38.71,39.66,37.02,38.43,3458835,2011-11-28 17:08:58.470777,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
26-Mar-09,39.20,40.22,38.07,40.01,4499156,2011-11-28 17:08:58.470652,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
27-Mar-09,38.65,40.74,38.62,40.15,3417156,2011-11-28 17:08:58.470526,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
30-Mar-09,38.52,38.95,37.35,37.50,3150152,2011-11-28 17:08:58.470401,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
31-Mar-09,37.66,40.52,37.66,40.40,3960105,2011-11-28 17:08:58.470276,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
1-Apr-09,40.14,40.95,38.98,40.82,2865126,2011-11-28 17:08:58.470150,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
2-Apr-09,41.46,42.51,41.34,42.07,3691920,2011-11-28 17:08:58.470027,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
3-Apr-09,42.15,43.87,41.87,43.87,3642479,2011-11-28 17:08:58.469904,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
6-Apr-09,42.59,43.86,42.49,43.66,2454922,2011-11-28 17:08:58.469780,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
7-Apr-09,42.85,43.95,42.62,42.90,2076513,2011-11-28 17:08:58.469656,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
8-Apr-09,43.40,44.89,43.07,43.93,4249378,2011-11-28 17:08:58.469530,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
9-Apr-09,45.45,45.84,43.68,45.53,4675621,2011-11-28 17:08:58.469383,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
10-Apr-09,45.53,45.53,45.53,45.53,0,2011-11-28 17:08:58.469259,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
13-Apr-09,45.14,47.65,44.60,47.51,3942493,2011-11-28 17:08:58.469141,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
14-Apr-09,47.11,47.12,44.54,44.83,4202825,2011-11-28 17:08:58.469015,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
15-Apr-09,44.25,45.99,44.12,45.75,2717124,2011-11-28 17:08:58.468833,ACE,Financials,65.58 - 66.77,56.90 - 73.76,66.65,N/P,2.99M/2.63M,22.31B,12.32,0.47/2.84,5.37,336.82M,0.76,&nbsp;&nbsp;&nbsp;&nbsp;-
